"peso","the basic unit of money in Cuba; equal to 100 centavos"
"peso","the basic unit of money in the Dominican Republic; equal to 100 centavos"
"peso","the basic unit of money in Guinea-Bissau; equal to 100 centavos"
"peso","the basic unit of money in Mexico; equal to 100 centavos"
"peso","the basic unit of money in the Philippines; equal to 100 centavos"
"peso","the basic unit of money in Uruguay; equal to 100 centesimos"
"pound","the basic unit of money in Cyprus; equal to 100 cents"
"mil","a Cypriot monetary unit equal to one thousandth of a pound"
"pound","the basic unit of money in Egypt; equal to 100 piasters"
"piaster","a fractional monetary unit in Egypt and Lebanon and Sudan and Syria"
"piastre","a fractional monetary unit in Egypt and Lebanon and Sudan and Syria"
"penny","a fractional monetary unit of Ireland and the United Kingdom; equal to one hundredth of a pound"
"punt","formerly the basic unit of money in Ireland; equal to 100 pence"
"pound","formerly the basic unit of money in Ireland; equal to 100 pence"
"pound","the basic unit of money in Lebanon; equal to 100 piasters"
"lira","the basic unit of money on Malta; equal to 100 cents"
"pound","the basic unit of money in the Sudan; equal to 100 piasters"
"pound","the basic unit of money in Syria; equal to 100 piasters"
"pula","the basic unit of money in Botswana"
"thebe","100 thebe equal 1 pula"
"quetzal","the basic unit of money in Guatemala; equal to 100 centavos"
"rand","the basic unit of money in South Africa; equal to 100 cents"
"rial","the basic unit of money in Iran"
"dinar","100 dinars equal 1 rial"
"rial","the basic unit of money in Oman"
"baiza","1,000 baiza equal 1 riyal-omani"
"baisa","1,000 baiza equal 1 riyal-omani"
"rial","the basic unit of money in Yemen; equal to 100 fils"
"fils","100 Yemeni fils are worth one Yemeni rial"
"riel","the basic unit of money in Cambodia; equal to 100 sen"
"ringgit","the basic unit of money in Malaysia; equal to 100 sen"
"riyal","the basic unit of money in Qatar"
"dirham","100 dirhams equal 1 riyal"
"riyal","the basic unit of money in Saudi Arabia"
"qurush","20 qurush equal 1 riyal"
"ruble","the basic unit of money in Russia"
"rouble","the basic unit of money in Russia"
"kopek","100 kopecks equal 1 ruble"
"kopeck","100 kopecks equal 1 ruble"
"copeck","100 kopecks equal 1 ruble"
"dram","the basic unit of money in Armenia"
"lumma","100 lumma equal 1 dram"
"manat","the basic unit of money in Azerbaijan"
"qepiq","100 qepiq equal 1 manat"
"rubel","the basic unit of money in Belarus"
"kapeika","100 kapeikas equal 1 rubel"
"kroon","the basic unit of money in Estonia"
"sent","100 senti equal 1 kroon"
"lari","the basic unit of money in Georgia"
"tetri","100 tetri equal 1 lari"
"tenge","the basic unit of money in Kazakhstan"
"tiyin","100 tiyin equal 1 tenge"
"lats","the basic unit of money in Latvia"
"santims","100 santimi equal 1 lats"
"litas","the basic unit of money in Lithuania"
"centas","100 centas equal 1 litas"
"som","the basic unit of money in Kyrgyzstan"
"tyiyn","100 tyiyn equal 1 som"
"leu","the basic unit of money in Moldova"
"ban","100 bani equal 1 leu"
"ruble","the basic unit of money in Tajikistan"
"tanga","100 tanga equal 1 Tajikistani ruble"
"manat","the basic unit of money in Turkmenistan"
"tenge","100 tenge equal 1 manat"
"hryvnia","the basic unit of money in Ukraine"
"kopiyka","100 kopiykas equal 1 hryvnia"
"sum","the basic unit of money in Uzbekistan"
"tyyn","100 tyyn equal 1 sum"
"rupee","the basic unit of money in India; equal to 100 paise"
"paisa","a fractional monetary unit in Bangladesh and India and Nepal and Pakistan"
"rupee","the basic unit of money in Pakistan; equal to 100 paisas"
"anna","a former copper coin of Pakistan"
"rupee","the basic unit of money in Mauritius; equal to 100 cents"
"rupee","the basic unit of money in Nepal; equal to 100 paisas"
"rupee","the basic unit of money in Seychelles; equal to 100 cents"
"rupee","the basic unit of money in Sri Lanka; equal to 100 cents"
"rupiah","the basic unit of money in Indonesia; equal to 100 sen"
"schilling","formerly the basic unit of money in Austria"
"groschen","100 groschen equal 1 schilling"
"shekel","the basic unit of money in Israel"
"agora","100 agorot equal 1 shekel"
"shilling","the basic unit of money in Kenya; equal to 100 cents"
"shilling","the basic unit of money in Somalia; equal to 100 cents"
"shilling","the basic unit of money in Tanzania; equal to 100 cents"
"shilling","the basic unit of money in Uganda; equal to 100 cents"
"sucre","the basic unit of money in Ecuador; equal to 100 centavos"
"taka","the basic unit of money in Bangladesh; equal to 100 paisas"
"tala","the basic unit of money in Western Samoa"
"sene","100 sene equal 1 tala"
"tugrik","the basic unit of money in Mongolia"
"tughrik","the basic unit of money in Mongolia"
"mongo","100 mongo equal 1 tugrik"
"won","the basic unit of money in North Korea"
"chon","100 chon equal 1 won"
"won","the basic unit of money in South Korea"
"chon","100 chon equal 1 won"
"yen","the basic unit of money in Japan; equal to 100 sen"
"yuan","the basic unit of money in China"
"kwai","the basic unit of money in China"
"jiao","10 jiao equal 1 yuan"
"fen","100 fen equal 1 yuan"
"zaire","the basic unit of money in Zaire"
"likuta","100 likuta equal 1 zaire"
"zloty","the basic unit of money in Poland"
"grosz","100 groszy equal 1 zloty"
"dol","a unit of pain intensity"
"atmosphere","a unit of pressure: the pressure that will support a column of mercury 760 mm high at sea level and 0 degrees centigrade"
"atm","a unit of pressure: the pressure that will support a column of mercury 760 mm high at sea level and 0 degrees centigrade"
"pascal","a unit of pressure equal to one newton per square meter"
"torr","a unit of pressure equal to 0.001316 atmosphere; named after Torricelli"
"psi","a unit of pressure"
"millibar","a unit of atmospheric pressure equal to one thousandth of a bar; ""atmospheric pressure at sea level is 1013 millibars"""
"bar","(meteorology) a unit of pressure equal to a million dynes per square centimeter; ""unfortunately some writers have used bar for one dyne per square centimeter"""
"barye","the absolute unit of pressure equal to one dyne per square centimeter"
"microbar","the absolute unit of pressure equal to one dyne per square centimeter"
"point","a linear unit used to measure the size of type; approximately 1/72 inch"
"pica","a linear unit (1/6 inch) used in printing"
"nut","half the width of an em"
"mutton","the square of a body of any size of type"
"mut","the square of a body of any size of type"
"cicero","a linear unit of the size of type slightly larger than an em"
"line","space for one line of print (one column wide and 1/14 inch deep) used to measure advertising"
"milline","an advertising measure; one agate line appearing in one million copies of a publication"
"inch","a unit of measurement for advertising space"
"linage","the number of lines in a piece of printed material"
"lineage","the number of lines in a piece of printed material"
"bel","a logarithmic unit of sound intensity equal to 10 decibels"
"decibel","a logarithmic unit of sound intensity; 10 times the logarithm of the ratio of the sound intensity to some reference intensity"
"sone","a unit of perceived loudness equal to the loudness of a 1000-hertz tone at 40 dB above threshold"
"phon","a unit of subjective loudness"
"Erlang","a unit of traffic intensity in a telephone system"
"degree","a unit of temperature on a specified scale; ""the game was played in spite of the 40-degree temperature"""
"millidegree","a unit of temperature equal to one-thousandth of a degree"
"kelvin","the basic unit of thermodynamic temperature adopted under the Systeme International d''Unites"
"Rankine","a unit of temperature on the Rankine scale"
"poise","a cgs unit of dynamic viscosity equal to one dyne-second per square centimeter; the viscosity of a fluid in which a force of one dyne per square centimeter maintains a velocity of 1 centimeter per second"
"weight","a system of units used to express the weight of something"
"avoirdupois","a system of weights based on the 16-ounce pound (or 7,000 grains)"
"troy","a system of weights used for precious metals and gemstones; based on a 12-ounce pound and an ounce of 480 grains"
"arroba","a unit of weight used in some Spanish speaking countries"
"catty","any of various units of weight used in southeastern Asia (especially a Chinese measure equal to 500 grams)"
"cattie","any of various units of weight used in southeastern Asia (especially a Chinese measure equal to 500 grams)"
"crith","the weight of a liter of hydrogen (at 0 Centigrade and 760 millimeters pressure)"
"frail","the weight of a frail (basket) full of raisins or figs; between 50 and 75 pounds"
"last","a unit of weight equal to 4,000 pounds"
"maund","a unit of weight used in Asia; has different values in different countries; ""the official maund in India is 82.6 pounds avoirdupois"""
"obolus","a Greek unit of weight equal to one tenth of a gram"
"oka","a Turkish unit of weight equal to about 2.75 pounds"
"picul","a unit of weight used in some parts of Asia; approximately equal to 133 pounds (the load a grown man can carry)"
"pood","a Russian unit of weight equal to approximately 36 pounds"
"rotl","a unit of weight used in some Moslem countries near the Mediterranean; varies between one and five pounds"
